Right Wrist,1631719670647,-0.339,0.073,0.614
Left Shoulder,1631719670647,0.001,-0.071,0.658
Left Elbow,1631719670647,0.094,0.143,0.599
Left Wrist,1631719670647,,,
Right Hip,1631719670647,,,
Right Knee,1631719670647,,,
Right Ankle,1631719670647,,,
Left Hip,1631719670647,,,
Left Knee,1631719670647,,,
Left Ankle,1631719670647,,,
Right Eye,1631719670647,-0.245,-0.216,0.618
Left Eye,1631719670647,-0.196,-0.22,0.601
Left Ear,1631719670647,,,
Right Ear,1631719670647,-0.117,-0.227,0.683
Nose,1631719670682,-0.216,-0.177,0.596
Spine,1631719670682,-0.138,-0.049,0.667
Right Shoulder,1631719670682,-0.307,-0.054,0.742
Right Elbow,1631719670682,,,
Right Wrist,1631719670682,-0.35,0.086,0.635
Left Shoulder,1631719670682,0.001,-0.071,0.658
Left Elbow,1631719670682,0.083,0.141,0.592
Left Wrist,1631719670682,-0.112,0.103,0.502
Right Hip,1631719670682,,,
Right Knee,1631719670682,,,
Right Ankle,1631719670682,,,
Left Hip,1631719670682,,,
Left Knee,1631719670682,,,
Left Ankle,1631719670682,,,
Right Eye,1631719670682,-0.244,-0.216,0.617
Left Eye,1631719670682,-0.197,-0.221,0.602
Left Ear,1631719670682,,,
Right Ear,1631719670682,-0.117,-0.227,0.682
Nose,1631719670713,-0.216,-0.177,0.596
Spine,1631719670713,-0.139,-0.049,0.671
Right Shoulder,1631719670713,-0.306,-0.054,0.739
Right Elbow,1631719670713,,,
Right Wrist,1631719670713,-0.374,0.103,0.678
Left Shoulder,1631719670713,0.001,-0.071,0.658
Left Elbow,1631719670713,0.093,0.142,0.595
Left Wrist,1631719670713,-0.113,0.103,0.504
Right Hip,1631719670713,-0.995,1.323,2.749
Right Knee,1631719670713,,,
Right Ankle,1631719670713,,,
Left Hip,1631719670713,,,
Left Knee,1631719670713,,,
Left Ankle,1631719670713,,,
Right Eye,1631719670713,-0.245,-0.216,0.618
Left Eye,1631719670713,-0.197,-0.221,0.603
Left Ear,1631719670713,,,
Right Ear,1631719670713,-0.117,-0.227,0.683
Nose,1631719670744,-0.225,-0.176,0.593
Spine,1631719670744,-0.138,-0.049,0.669
Right Shoulder,1631719670744,-0.307,-0.054,0.741
Right Elbow,1631719670744,-0.35,0.151,0.635
Right Wrist,1631719670744,-0.333,0.084,0.624
Left Shoulder,1631719670744,0.001,-0.071,0.659
Left Elbow,1631719670744,0.094,0.143,0.599
Left Wrist,1631719670744,-0.12,0.093,0.499
Right Hip,1631719670744,-1.034,1.375,2.855
Right Knee,1631719670744,,,
Right Ankle,1631719670744,,,
Left Hip,1631719670744,,,
Left Knee,1631719670744,,,
Left Ankle,1631719670744,,,
Right Eye,1631719670744,-0.246,-0.217,0.62
Left Eye,1631719670744,-0.197,-0.221,0.603
Left Ear,1631719670744,,,
Right Ear,1631719670744,-0.117,-0.228,0.685
Nose,1631719670773,-0.216,-0.178,0.598
Spine,1631719670773,-0.138,-0.049,0.668
Right Shoulder,1631719670773,-0.306,-0.054,0.739
Right Elbow,1631719670773,-0.339,0.151,0.634
Right Wrist,1631719670773,-0.338,0.085,0.632
Left Shoulder,1631719670773,0.001,-0.071,0.657
Left Elbow,1631719670773,0.083,0.131,0.593
Left Wrist,1631719670773,-0.12,0.093,0.499
Right Hip,1631719670773,-1.035,1.377,2.86
Right Knee,1631719670773,,,
Right Ankle,1631719670773,,,
Left Hip,1631719670773,,,
Left Knee,1631719670773,,,
Left Ankle,1631719670773,,,
Right Eye,1631719670773,-0.245,-0.216,0.618
Left Eye,1631719670773,-0.197,-0.221,0.602
Left Ear,1631719670773,,,
Right Ear,1631719670773,-0.117,-0.228,0.684
Nose,1631719670804,-0.216,-0.178,0.597
Spine,1631719670804,-0.138,-0.049,0.667
Right Shoulder,1631719670804,-0.306,-0.054,0.739
Right Elbow,1631719670804,,,
Right Wrist,1631719670804,-0.342,0.086,0.639
Left Shoulder,1631719670804,0.001,-0.071,0.659
Left Elbow,1631719670804,0.083,0.141,0.593
Left Wrist,1631719670804,,,
Right Hip,1631719670804,,,
Right Knee,1631719670804,,,
Right Ankle,1631719670804,,,
Left Hip,1631719670804,,,
Left Knee,1631719670804,,,
Left Ankle,1631719670804,,,
Right Eye,1631719670804,-0.245,-0.217,0.619
Left Eye,1631719670804,-0.196,-0.221,0.601
Left Ear,1631719670804,,,
Right Ear,1631719670804,-0.117,-0.228,0.685
Nose,1631719670838,-0.217,-0.178,0.599
Spine,1631719670838,-0.138,-0.049,0.669
Right Shoulder,1631719670838,-0.307,-0.054,0.741
Right Elbow,1631719670838,,,
Right Wrist,1631719670838,-0.343,0.087,0.641
Left Shoulder,1631719670838,0.001,-0.071,0.659
Left Elbow,1631719670838,,,
Left Wrist,1631719670838,,,
Right Hip,1631719670838,,,
Right Knee,1631719670838,,,
Right Ankle,1631719670838,,,
Left Hip,1631719670838,,,
Left Knee,1631719670838,,,
Left Ankle,1631719670838,,,
Right Eye,1631719670838,-0.245,-0.217,0.62
Left Eye,1631719670838,-0.197,-0.221,0.602
Left Ear,1631719670838,,,
Right Ear,1631719670838,-0.117,-0.228,0.686
Nose,1631719670873,-0.224,-0.176,0.592
Spine,1631719670873,-0.138,-0.049,0.669
Right Shoulder,1631719670873,-0.306,-0.054,0.739
Right Elbow,1631719670873,,,
Right Wrist,1631719670873,-0.343,0.087,0.643
Left Shoulder,1631719670873,0.001,-0.071,0.66
Left Elbow,1631719670873,0.094,0.142,0.597
Left Wrist,1631719670873,,,
Right Hip,1631719670873,-1.037,1.38,2.866
Right Knee,1631719670873,,,
Right Ankle,1631719670873,,,
Left Hip,1631719670873,,,
Left Knee,1631719670873,,,
Left Ankle,1631719670873,,,
Right Eye,1631719670873,-0.264,-0.223,0.638
Left Eye,1631719670873,-0.197,-0.221,0.602
Left Ear,1631719670873,,,
Right Ear,1631719670873,-0.117,-0.228,0.683
Nose,1631719670906,-0.225,-0.177,0.593
Spine,1631719670906,-0.138,-0.049,0.669
Right Shoulder,1631719670906,-0.307,-0.054,0.742
Right Elbow,1631719670906,,,
Right Wrist,1631719670906,-0.335,0.074,0.627
Left Shoulder,1631719670906,0.001,-0.071,0.659
Left Elbow,1631719670906,0.094,0.143,0.6
Left Wrist,1631719670906,-0.112,0.094,0.5
Right Hip,1631719670906,,,
Right Knee,1631719670906,,,
Right Ankle,1631719670906,,,
Left Hip,1631719670906,,,
Left Knee,1631719670906,,,
Left Ankle,1631719670906,,,
Right Eye,1631719670906,-0.263,-0.222,0.636
Left Eye,1631719670906,-0.196,-0.22,0.601
Left Ear,1631719670906,,,
Right Ear,1631719670906,-0.117,-0.228,0.684
Nose,1631719670939,-0.224,-0.176,0.592
Spine,1631719670939,-0.138,-0.049,0.668
Right Shoulder,1631719670939,-0.308,-0.054,0.743
Right Elbow,1631719670939,,,
Right Wrist,1631719670939,-0.351,0.089,0.658
Left Shoulder,1631719670939,0.001,-0.071,0.66
Left Elbow,1631719670939,0.094,0.142,0.598
Left Wrist,1631719670939,,,
Right Hip,1631719670939,,,
Right Knee,1631719670939,,,
Right Ankle,1631719670939,,,
Left Hip,1631719670939,,,
Left Knee,1631719670939,,,
Left Ankle,1631719670939,,,
Right Eye,1631719670939,-0.245,-0.217,0.62
Left Eye,1631719670939,-0.196,-0.221,0.601
Left Ear,1631719670939,,,
Right Ear,1631719670939,-0.117,-0.228,0.686
Nose,1631719670972,-0.224,-0.176,0.592
Spine,1631719670972,-0.138,-0.049,0.67
Right Shoulder,1631719670972,-0.307,-0.054,0.742
Right Elbow,1631719670972,,,
Right Wrist,1631719670972,-0.351,0.089,0.656
Left Shoulder,1631719670972,0.001,-0.071,0.658
Left Elbow,1631719670972,0.094,0.143,0.599
Left Wrist,1631719670972,-0.112,0.094,0.502
Right Hip,1631719670972,-1.074,1.429,2.968
Right Knee,1631719670972,,,
Right Ankle,1631719670972,,,
Left Hip,1631719670972,,,
Left Knee,1631719670972,,,
Left Ankle,1631719670972,,,
Right Eye,1631719670972,-0.264,-0.223,0.636
Left Eye,1631719670972,-0.196,-0.221,0.602
Left Ear,1631719670972,,,
Right Ear,1631719670972,-0.117,-0.228,0.685
Nose,1631719671004,-0.225,-0.176,0.593
Spine,1631719671004,-0.139,-0.049,0.671
Right Shoulder,1631719671004,-0.307,-0.054,0.741
Right Elbow,1631719671004,,,
Right Wrist,1631719671004,-0.337,0.074,0.631
Left Shoulder,1631719671004,0.001,-0.071,0.658
Left Elbow,1631719671004,0.083,0.141,0.593
Left Wrist,1631719671004,,,
Right Hip,1631719671004,,,
Right Knee,1631719671004,,,
Right Ankle,1631719671004,,,
Left Hip,1631719671004,,,
Left Knee,1631719671004,,,
Left Ankle,1631719671004,,,
Right Eye,1631719671004,-0.246,-0.217,0.621
Left Eye,1631719671004,-0.197,-0.221,0.602
Left Ear,1631719671004,,,
Right Ear,1631719671004,-0.117,-0.228,0.684
Nose,1631719671038,-0.216,-0.178,0.598
Spine,1631719671038,-0.138,-0.049,0.67
Right Shoulder,1631719671038,-0.307,-0.054,0.74
Right Elbow,1631719671038,,,
Right Wrist,1631719671038,-0.336,0.074,0.629
Left Shoulder,1631719671038,0.001,-0.071,0.659
Left Elbow,1631719671038,0.083,0.141,0.594
Left Wrist,1631719671038,-0.111,0.094,0.499
Right Hip,1631719671038,-1.034,1.375,2.855
Right Knee,1631719671038,,,
Right Ankle,1631719671038,,,
Left Hip,1631719671038,,,
Left Knee,1631719671038,,,
Left Ankle,1631719671038,,,
Right Eye,1631719671038,-0.245,-0.216,0.618
Left Eye,1631719671038,-0.197,-0.221,0.602
Left Ear,1631719671038,,,
Right Ear,1631719671038,-0.117,-0.228,0.684
Nose,1631719671073,-0.216,-0.177,0.596
Spine,1631719671073,-0.138,-0.048,0.666
Right Shoulder,1631719671073,-0.307,-0.054,0.742
Right Elbow,1631719671073,,,
Right Wrist,1631719671073,-0.335,0.074,0.627
Left Shoulder,1631719671073,0.001,-0.071,0.659
Left Elbow,1631719671073,0.083,0.141,0.593
Left Wrist,1631719671073,,,
Right Hip,1631719671073,,,
Right Knee,1631719671073,,,
Right Ankle,1631719671073,,,
Left Hip,1631719671073,,,
Left Knee,1631719671073,,,
Left Ankle,1631719671073,,,
Right Eye,1631719671073,-0.245,-0.216,0.618
Left Eye,1631719671073,-0.196,-0.221,0.601
Left Ear,1631719671073,,,
Right Ear,1631719671073,-0.117,-0.228,0.684
Nose,1631719671109,-0.224,-0.176,0.592
Spine,1631719671109,-0.138,-0.049,0.669
Right Shoulder,1631719671109,-0.306,-0.054,0.739
Right Elbow,1631719671109,,,
Right Wrist,1631719671109,-0.348,0.075,0.632
Left Shoulder,1631719671109,0.001,-0.071,0.66
Left Elbow,1631719671109,0.094,0.143,0.6
Left Wrist,1631719671109,,,
Right Hip,1631719671109,,,
Right Knee,1631719671109,,,
Right Ankle,1631719671109,,,
Left Hip,1631719671109,,,
Left Knee,1631719671109,,,
Left Ankle,1631719671109,,,
Right Eye,1631719671109,-0.263,-0.222,0.635
Left Eye,1631719671109,-0.196,-0.22,0.601
Left Ear,1631719671109,,,
Right Ear,1631719671109,-0.117,-0.227,0.683
Nose,1631719671143,-0.224,-0.176,0.591
Spine,1631719671143,-0.138,-0.049,0.667
Right Shoulder,1631719671143,-0.306,-0.054,0.738
Right Elbow,1631719671143,,,
Right Wrist,1631719671143,-0.343,0.074,0.623
Left Shoulder,1631719671143,0.001,-0.071,0.658
Left Elbow,1631719671143,0.094,0.143,0.599
Left Wrist,1631719671143,-0.12,0.093,0.499
Right Hip,1631719671143,,,
Right Knee,1631719671143,,,
Right Ankle,1631719671143,,,
Left Hip,1631719671143,,,
Left Knee,1631719671143,,,
Left Ankle,1631719671143,,,
Right Eye,1631719671143,-0.264,-0.223,0.636
Left Eye,1631719671143,-0.196,-0.22,0.6
Left Ear,1631719671143,,,
Right Ear,1631719671143,-0.117,-0.228,0.683
Nose,1631719671175,-0.224,-0.176,0.591
Spine,1631719671175,-0.152,-0.061,0.68
Right Shoulder,1631719671175,-0.307,-0.054,0.74
Right Elbow,1631719671175,,,
Right Wrist,1631719671175,-0.338,0.072,0.612
Left Shoulder,1631719671175,0.001,-0.071,0.659
Left Elbow,1631719671175,,,
Left Wrist,1631719671175,-0.12,0.094,0.501
Right Hip,1631719671175,,,
Right Knee,1631719671175,,,
Right Ankle,1631719671175,,,
Left Hip,1631719671175,,,
Left Knee,1631719671175,,,
Left Ankle,1631719671175,,,
Right Eye,1631719671175,-0.263,-0.222,0.636
Left Eye,1631719671175,-0.196,-0.22,0.601
Left Ear,1631719671175,,,
Right Ear,1631719671175,-0.117,-0.228,0.684
Nose,1631719671207,-0.224,-0.176,0.59
Spine,1631719671207,-0.139,-0.049,0.671
Right Shoulder,1631719671207,-0.307,-0.054,0.741
Right Elbow,1631719671207,-0.385,0.147,0.72
Right Wrist,1631719671207,-0.328,0.07,0.595
Left Shoulder,1631719671207,0.001,-0.071,0.659
Left Elbow,1631719671207,0.083,0.131,0.594
Left Wrist,1631719671207,-0.125,0.106,0.518
Right Hip,1631719671207,-0.994,1.322,2.745
Right Knee,1631719671207,,,
Right Ankle,1631719671207,,,
Left Hip,1631719671207,,,
Left Knee,1631719671207,,,
Left Ankle,1631719671207,,,
Right Eye,1631719671207,-0.264,-0.223,0.638
Left Eye,1631719671207,-0.196,-0.22,0.601
Left Ear,1631719671207,,,
Right Ear,1631719671207,-0.117,-0.228,0.684
Nose,1631719671242,-0.215,-0.177,0.595
Spine,1631719671242,-0.138,-0.049,0.669
Right Shoulder,1631719671242,-0.308,-0.054,0.745
Right Elbow,1631719671242,,,
Right Wrist,1631719671242,-0.315,0.087,0.571
Left Shoulder,1631719671242,0.001,-0.071,0.659
Left Elbow,1631719671242,0.083,0.131,0.591
Left Wrist,1631719671242,,,
Right Hip,1631719671242,,,
Right Knee,1631719671242,,,
Right Ankle,1631719671242,,,
Left Hip,1631719671242,,,
Left Knee,1631719671242,,,
Left Ankle,1631719671242,,,
Right Eye,1631719671242,-0.246,-0.217,0.621
Left Eye,1631719671242,-0.196,-0.22,0.6
Left Ear,1631719671242,,,
Right Ear,1631719671242,-0.117,-0.227,0.682
Nose,1631719671276,-0.216,-0.177,0.596
Spine,1631719671276,-0.138,-0.049,0.669
Right Shoulder,1631719671276,-0.307,-0.054,0.74
Right Elbow,1631719671276,,,
Right Wrist,1631719671276,,,
Left Shoulder,1631719671276,0.001,-0.071,0.659
Left Elbow,1631719671276,0.094,0.143,0.6
Left Wrist,1631719671276,-0.103,0.102,0.501
Right Hip,1631719671276,-1.07,1.423,2.956
Right Knee,1631719671276,,,
Right Ankle,1631719671276,,,
Left Hip,1631719671276,,,
Left Knee,1631719671276,,,
Left Ankle,1631719671276,,,
Right Eye,1631719671276,-0.245,-0.217,0.62
Left Eye,1631719671276,-0.197,-0.221,0.602
Left Ear,1631719671276,,,
Right Ear,1631719671276,-0.116,-0.237,0.677
Nose,1631719671309,-0.216,-0.177,0.596
Spine,1631719671309,-0.152,-0.061,0.682
Right Shoulder,1631719671309,-0.308,-0.054,0.743
Right Elbow,1631719671309,-0.268,0.129,0.502
Right Wrist,1631719671309,-0.375,0.118,0.701
Left Shoulder,1631719671309,0.001,-0.071,0.659
Left Elbow,1631719671309,0.094,0.143,0.599
Left Wrist,1631719671309,-0.103,0.102,0.5
Right Hip,1631719671309,,,
Right Knee,1631719671309,,,
Right Ankle,1631719671309,,,
Left Hip,1631719671309,,,
Left Knee,1631719671309,,,
Left Ankle,1631719671309,,,
Right Eye,1631719671309,-0.266,-0.225,0.642
Left Eye,1631719671309,-0.196,-0.22,0.601
Left Ear,1631719671309,,,
Right Ear,1631719671309,-0.117,-0.227,0.682
Nose,1631719671342,-0.216,-0.178,0.597
Spine,1631719671342,-0.152,-0.061,0.68
Right Shoulder,1631719671342,-0.307,-0.054,0.742
Right Elbow,1631719671342,-0.238,0.117,0.493
Right Wrist,1631719671342,-0.362,0.114,0.677
Left Shoulder,1631719671342,0.001,-0.071,0.661
Left Elbow,1631719671342,0.094,0.143,0.598
Left Wrist,1631719671342,-0.103,0.102,0.499
Right Hip,1631719671342,,,
Right Knee,1631719671342,,,
Right Ankle,1631719671342,,,
Left Hip,1631719671342,,,
Left Knee,1631719671342,,,
Left Ankle,1631719671342,,,
Right Eye,1631719671342,-0.247,-0.218,0.623
Left Eye,1631719671342,-0.187,-0.221,0.602
Left Ear,1631719671342,,,
Right Ear,1631719671342,-0.116,-0.237,0.676
Nose,1631719671376,-0.216,-0.189,0.596
Spine,1631719671376,-0.139,-0.049,0.671
Right Shoulder,1631719671376,-0.308,-0.054,0.742
Right Elbow,1631719671376,,,
Right Wrist,1631719671376,,,
Left Shoulder,1631719671376,0.001,-0.071,0.66
Left Elbow,1631719671376,0.094,0.143,0.6
Left Wrist,1631719671376,-0.104,0.103,0.504
Right Hip,1631719671376,,,
Right Knee,1631719671376,,,
Right Ankle,1631719671376,,,
Left Hip,1631719671376,,,
Left Knee,1631719671376,,,
Left Ankle,1631719671376,,,
Right Eye,1631719671376,-0.248,-0.219,0.625
Left Eye,1631719671376,-0.187,-0.221,0.603
Left Ear,1631719671376,,,
Right Ear,1631719671376,-0.116,-0.237,0.678
Nose,1631719671407,-0.216,-0.177,0.596
Spine,1631719671407,-0.139,-0.06,0.673
Right Shoulder,1631719671407,-0.308,-0.054,0.742
Right Elbow,1631719671407,-0.321,0.141,0.69
Right Wrist,1631719671407,-0.316,0.097,0.573
Left Shoulder,1631719671407,0.001,-0.071,0.66
Left Elbow,1631719671407,,,
Left Wrist,1631719671407,-0.097,0.104,0.509
Right Hip,1631719671407,,,
Right Knee,1631719671407,,,
Right Ankle,1631719671407,,,
Left Hip,1631719671407,,,
Left Knee,1631719671407,,,
Left Ankle,1631719671407,,,
Right Eye,1631719671407,-0.248,-0.22,0.628
Left Eye,1631719671407,-0.187,-0.222,0.604
Left Ear,1631719671407,,,
Right Ear,1631719671407,-0.116,-0.238,0.679
Nose,1631719671442,-0.216,-0.177,0.596
Spine,1631719671442,-0.139,-0.061,0.675
Right Shoulder,1631719671442,-0.292,-0.054,0.737
Right Elbow,1631719671442,,,
Right Wrist,1631719671442,-0.31,0.095,0.562
Left Shoulder,1631719671442,0.001,-0.071,0.66
Left Elbow,1631719671442,,,
Left Wrist,1631719671442,-0.096,0.103,0.506
Right Hip,1631719671442,,,
Right Knee,1631719671442,,,
Right Ankle,1631719671442,,,
Left Hip,1631719671442,,,
Left Knee,1631719671442,,,
Left Ankle,1631719671442,,,
Right Eye,1631719671442,-0.25,-0.221,0.631
Left Eye,1631719671442,-0.187,-0.222,0.604
Left Ear,1631719671442,,,
Right Ear,1631719671442,-0.116,-0.237,0.677
Nose,1631719671479,-0.207,-0.178,0.599
Spine,1631719671479,-0.139,-0.061,0.675
Right Shoulder,1631719671479,-0.291,-0.053,0.734
Right Elbow,1631719671479,,,
Right Wrist,1631719671479,-0.307,0.094,0.556
Left Shoulder,1631719671479,0.001,-0.072,0.662
Left Elbow,1631719671479,,,
Left Wrist,1631719671479,-0.095,0.103,0.502
Right Hip,1631719671479,,,
Right Knee,1631719671479,,,
Right Ankle,1631719671479,,,
Left Hip,1631719671479,,,
Left Knee,1631719671479,,,
Left Ankle,1631719671479,,,
Right Eye,1631719671479,-0.249,-0.22,0.629
Left Eye,1631719671479,-0.177,-0.222,0.606
Left Ear,1631719671479,,,
Right Ear,1631719671479,-0.106,-0.241,0.689
Nose,1631719671510,-0.206,-0.178,0.598
Spine,1631719671510,-0.14,-0.061,0.676
Right Shoulder,1631719671510,-0.291,-0.053,0.734
Right Elbow,1631719671510,,,
Right Wrist,1631719671510,-0.316,0.104,0.554
Left Shoulder,1631719671510,0.001,-0.072,0.662
Left Elbow,1631719671510,,,
Left Wrist,1631719671510,,,
Right Hip,1631719671510,,,
Right Knee,1631719671510,,,
Right Ankle,1631719671510,,,
Left Hip,1631719671510,,,
Left Knee,1631719671510,,,
Left Ankle,1631719671510,,,
Right Eye,1631719671510,-0.25,-0.221,0.632
Left Eye,1631719671510,-0.178,-0.223,0.607
Left Ear,1631719671510,,,
Right Ear,1631719671510,-0.106,-0.241,0.69
Nose,1631719671545,-0.206,-0.178,0.598
Spine,1631719671545,-0.14,-0.061,0.676
Right Shoulder,1631719671545,-0.292,-0.054,0.738
Right Elbow,1631719671545,,,
Right Wrist,1631719671545,-0.276,0.1,0.534
Left Shoulder,1631719671545,0.001,-0.072,0.664
Left Elbow,1631719671545,0.094,0.143,0.599
Left Wrist,1631719671545,,,
Right Hip,1631719671545,,,
Right Knee,1631719671545,,,
Right Ankle,1631719671545,,,
Left Hip,1631719671545,,,
Left Knee,1631719671545,,,
Left Ankle,1631719671545,,,
Right Eye,1631719671545,-0.251,-0.222,0.634
Left Eye,1631719671545,-0.178,-0.223,0.607
Left Ear,1631719671545,,,
Right Ear,1631719671545,-0.106,-0.242,0.69
Nose,1631719671576,-0.206,-0.178,0.597
Spine,1631719671576,-0.144,-0.075,0.696
Right Shoulder,1631719671576,-0.292,-0.054,0.737
Right Elbow,1631719671576,,,
Right Wrist,1631719671576,-0.301,0.102,0.547
Left Shoulder,1631719671576,0.001,-0.084,0.673
Left Elbow,1631719671576,,,
Left Wrist,1631719671576,,,
Right Hip,1631719671576,,,
Right Knee,1631719671576,,,
Right Ankle,1631719671576,,,
Left Hip,1631719671576,,,
Left Knee,1631719671576,,,
Left Ankle,1631719671576,,,
Right Eye,1631719671576,-0.252,-0.223,0.636
Left Eye,1631719671576,-0.178,-0.223,0.608
Left Ear,1631719671576,,,
Right Ear,1631719671576,-0.107,-0.242,0.692
Nose,1631719671610,-0.206,-0.177,0.596
Spine,1631719671610,-0.144,-0.075,0.696
Right Shoulder,1631719671610,-0.309,-0.054,0.745
Right Elbow,1631719671610,,,
Right Wrist,1631719671610,,,
Left Shoulder,1631719671610,0.001,-0.084,0.671
Left Elbow,1631719671610,,,
Left Wrist,1631719671610,,,
Right Hip,1631719671610,,,
Right Knee,1631719671610,,,
Right Ankle,1631719671610,,,
Left Hip,1631719671610,,,
Left Knee,1631719671610,,,
Left Ankle,1631719671610,,,
Right Eye,1631719671610,-0.236,-0.218,0.622
Left Eye,1631719671610,-0.178,-0.223,0.607
Left Ear,1631719671610,,,
Right Ear,1631719671610,-0.106,-0.241,0.689
Nose,1631719671642,-0.206,-0.178,0.597
Spine,1631719671642,-0.144,-0.075,0.696
Right Shoulder,1631719671642,-0.309,-0.054,0.746
Right Elbow,1631719671642,,,
Right Wrist,1631719671642,,,
Left Shoulder,1631719671642,0.001,-0.084,0.671
Left Elbow,1631719671642,0.084,0.123,0.603
Left Wrist,1631719671642,,,
Right Hip,1631719671642,-0.502,0.632,1.268
Right Knee,1631719671642,,,
Right Ankle,1631719671642,,,
Left Hip,1631719671642,,,
Left Knee,1631719671642,,,
Left Ankle,1631719671642,,,
Right Eye,1631719671642,-0.236,-0.218,0.622
Left Eye,1631719671642,-0.178,-0.223,0.608
Left Ear,1631719671642,,,
Right Ear,1631719671642,-0.106,-0.241,0.687
Nose,1631719671673,-0.206,-0.178,0.598
Spine,1631719671673,-0.144,-0.075,0.697
Right Shoulder,1631719671673,-0.309,-0.054,0.745
Right Elbow,1631719671673,,,
Right Wrist,1631719671673,,,
Left Shoulder,1631719671673,0.001,-0.084,0.669
Left Elbow,1631719671673,0.084,0.123,0.601
Left Wrist,1631719671673,-0.076,0.101,0.494
Right Hip,1631719671673,,,
Right Knee,1631719671673,,,
Right Ankle,1631719671673,,,
Left Hip,1631719671673,,,
Left Knee,1631719671673,,,
Left Ankle,1631719671673,,,
Right Eye,1631719671673,-0.236,-0.218,0.623
Left Eye,1631719671673,-0.178,-0.223,0.609
Left Ear,1631719671673,,,
